Adresas , Rajonas, Kambarių sk, Plotas, Kaina, Šildymas, Pastato tipas, Metai
 Šaltkalvių g.,Naujininkai,1,21,37000.0,Centrinis,Mūrinis,1972,
 Dariaus ir Girėno g.,Naujininkai,1,18.1,24900.0,Centrinis,Mūrinis,1965,
 Aguonų g.,Senamiestis,4,96,278400.0,Centriniskolektorinis,Mūrinis,2016,
 Šaltkalvių g.,Naujininkai,2,51,80800.0,Centrinis,Mūrinis,1971,
 Naugarduko g.,Naujamiestis,3,45.85,77500.0,Centrinis,Blokinis,1961,
 Antakalnio g.,Antakalnis,4,108,224000.0,Centriniskolektorinis,Mūrinis,2003,
 Salomėjos Nėries g.,Fabijoniškės,2,50,69999.0,Centriniskolektorinis,Mūrinis,2007,
 Dituvos g.,Pilaitė,4,95,91000.0,Dujinis,Mūrinis,2019,
 Birželio 23-iosios g.,Naujamiestis,3,58,73000.0,Centrinis,Blokinis,1960,
 S. Žukausko g.,Šiaurės miestelis,2,44,86000.0,Centriniskolektorinis,Mūrinis,2005,
 Antakalnio g.,Antakalnis,3,58.52,122900.0,Centriniskolektorinis,Mūrinis,2019,
 Antakalnio g.,Antakalnis,2,37.65,79000.0,Centriniskolektorinis,Mūrinis,2019,
 Antakalnio g.,Antakalnis,2,33.77,76000.0,Centriniskolektorinis,Mūrinis,2019,
 Šarkuvos g.,Pilaitė,2,54.87,55000.0,Kita,Mūrinis,2019,
 Jaunimo skg.,Grigiškės,2,45,53000.0,Centrinis,Mūrinis,1970,
 Kedrų g.,Naujamiestis,1,20,52000.0,Centrinis,Mūrinis,1982,
 Kedrų g.,Naujamiestis,1,16,42000.0,Centrinis,Mūrinis,1982,
 Kedrų g.,Naujamiestis,1,13,33000.0,Centrinis,Mūrinis,1982,
 Pelesos g.,Naujininkai,1,15.15,25000.0,Centrinis,Mūrinis,1971,
 Naujakiemio g.,Baltupiai,4,155,241000.0,Dujinis,Mūrinis,2019,
 Kernavės g.,Šnipiškės,2,48.14,88100.0,Centriniskolektorinis,Mūrinis,2020,
 Kernavės g.,Šnipiškės,2,40.65,72200.0,Centriniskolektorinis,Mūrinis,2020,
 S. Žukausko g.,Šiaurės miestelis,2,50,95000.0,Centriniskolektorinis,Mūrinis,2003,
 Utenos g.,Šnipiškės,4,75,205000.0,Centrinis,Mūrinis,2019,
 Kauno g.,Naujamiestis,3,61.92,134516.0,Centriniskolektorinis,Monolitinis,2017,
 Kalvarijų g.,Šnipiškės,1,21,31500.0,Centrinis,Mūrinis,1985,
 Elbingo g.,Pilaitė,2,42,72500.0,Centriniskolektorinis,Mūrinis,2019,
 A. Jakšto g.,Senamiestis,5,117.22,477888.0,Centriniskolektorinis,Mūrinis,2006,
 Kalno g.,Antakalnis,1,34.69,47900.0,Dujinis,Blokinis,2017,
 Kalno g.,Antakalnis,3,72.64,89000.0,Dujinis,Blokinis,2017,
 Rodūnios kel.,Naujininkai,1,23.09,20400.0,Centrinis,Mūrinis,1965,
 Jurgio Lebedžio g.,Baltupiai,2,44,89990.0,Centriniskolektorinis,Mūrinis,2017,
 I. Simonaitytės g.,Pilaitė,3,69.1,129500.0,Centriniskolektorinis,Mūrinis,2013,
 Olimpiečių g.,Šnipiškės,3,126.77,330000.0,Centriniskolektorinis,Mūrinis,2006,
 Stumbrų g.,Žvėrynas,3,73,208000.0,Centriniskolektorinis,Mūrinis,2014,
 Markučių g.,Užupis,5,137.27,249000.0,Geoterminis,Mūrinis,2019,
 Elbingo g.,Pilaitė,2,42,72500.0,Geoterminis,Mūrinis,2018,
 Fabijoniškių g.,Fabijoniškės,3,51,85000.0,Centrinis,Blokinis,1988,
 Lydos g.,Senamiestis,4,93,398000.0,Kita,Mūrinis,2018,
 Kareivių g.,Žirmūnai,1,33.53,35000.0,Centrinis,Mūrinis,1979,
 Aguonų g.,Naujamiestis,4,93,299000.0,Centriniskolektorinis,Mūrinis,2018,
 Aguonų g.,Senamiestis,4,93,299000.0,Centriniskolektorinis,Mūrinis,2018,
 Lydos g.,Senamiestis,4,93,299000.0,Centriniskolektorinis,Mūrinis,2018,
 Danielių g.,Žvėrynas,3,85,299000.0,Centriniskolektorinis,Mūrinis,2015,
 Konstitucijos pr.,Šnipiškės,2,41.18,106244.0,Centriniskolektorinis,Monolitinis,2019,
 Šaltkalvių g.,Naujamiestis,2,51,80800.0,Centrinis,Mūrinis,1971,
 Vido Maciulevičiaus g.,Karoliniškės,3,64,75900.0,Centrinis,Blokinis,1972,
 Nidos g.,Pilaitė,2,52,86000.0,Centriniskolektorinis,Mūrinis,2014,
 Bistryčios g.,Antakalnis,2,34.44,57000.0,Centrinis,Mūrinis,1970,
 Jogailos g.,Senamiestis,2,33,126000.0,Centrinis,Mūrinis,1960,
 Bajorų kel.,Bajorai,3,77.67,109990.0,Centriniskolektorinis,Mūrinis,2007,
 Kazimiero Jelskio g.,Lazdynai,3,75,176000.0,Geoterminis,Mūrinis,2018,
 Gilužio g.,Pilaitė,2,74,93500.0,Centriniskolektorinis.elektra,Mūrinis,2004,
 Ukmergės g.,Pašilaičiai,5,126,149000.0,Dujinis,Mūrinis,2002,
 M. Mažvydo g.,Pilaitė,3,94,140000.0,Centriniskolektorinis,Mūrinis,2006,
 Vytenio g.,Naujamiestis,2,54,86000.0,Kita,Mūrinis,2010,
 Žirgo g.,Antakalnis,3,69,89500.0,Dujinis,Mūrinis,2017,
 Algirdo g.,Naujamiestis,2,48.46,119000.0,Centriniskolektorinis,Mūrinis,1934statyba.2014renovacija,
 Tolminkiemio g.,Pilaitė,2,50.45,72000.0,Centrinis,Blokinis,1998,
 Kazio Borutos g.,Jeruzalė,3,72,104500.0,Dujinis,Mūrinis,2003,
 M. Mažvydo g.,Pilaitė,1,30,59500.0,Centriniskolektorinis,Monolitinis,2011,
 Prūsų g.,Naujininkai,1,27.7,42000.0,Centrinis,Mūrinis,1974,
 Pilies g.,Senamiestis,6,158,750000.0,Centrinis.dujinis,Mūrinis,1683statyba.2003renovacija,
 Lvovo g.,Šnipiškės,4,90.34,210000.0,Dujinis,Mūrinis,2003,
 Taikos g.,Justiniškės,4,83,89000.0,Centrinis,Blokinis,1987,
 Salomėjos Nėries g.,Fabijoniškės,2,46.07,64500.0,Centriniskolektorinis,Mūrinis,2006,
 V. Pietario g.,Vilnius,2,39.7,76000.0,Centrinis,Blokinis,1963,
 Tuskulėnų g.,Žirmūnai,1,32.84,66000.0,Centrinis,Blokinis,1969,
 Gerosios Vilties g.,Naujamiestis,1,24,19800.0,Centrinis,Mūrinis,1961,
 Perkūnkiemio g.,Pašilaičiai,3,64,84900.0,Kita,Mūrinis,2008,
 Perkūnkiemio g.,Pašilaičiai,3,64,84900.0,Kita,Mūrinis,2008,
 Sporto g.,Žirmūnai,2,76.8,192000.0,Dujinis,Mūrinis,2003,
 Rolando Jankausko g.,Karoliniškės,3,64,74000.0,Centrinis,Blokinis,1972,
 Viršuliškių g.,Viršuliškės,1,33,44000.0,Centrinis,Blokinis,1977,
 Kaminkelio g.,Naujininkai,2,54,80000.0,Centrinis,Mūrinis,1997,
 Žirgo g.,Antakalnis,3,82.26,129999.0,Centriniskolektorinis,Mūrinis,1997,
 Agrastų g.,Aukštieji Paneriai,3,53,37000.0,Centrinis,Mūrinis,1967,
 Polocko g.,Užupis,2,31.8,117628.0,Centriniskolektorinis,Mūrinis,2017,
 A. Jakšto g.,Naujamiestis,5,179.84,740000.0,Centrinis,Mūrinis,2006,
 Trinapolio g.,Baltupiai,2,60,99000.0,Centriniskolektorinis,Monolitinis,2006,
 Architektų g.,Lazdynai,1,33,45000.0,Centrinis,Blokinis,1975,
 Algimanto Petro Kavoliuko g.,Karoliniškės,2,55,72500.0,Centrinis,Blokinis,1974,
 Girulių g.,Pašilaičiai,2,63,75900.0,Centriniskolektorinis,Mūrinis,2007,
 Mildos g.,Antakalnis,4,99,195000.0,Centrinis,Mūrinis,1982,
 Naujininkų g.,Naujininkai,3,50,85000.0,Centrinis,Mūrinis,1961statyba.2015renovacija,
 Gerovės g.,Naujoji Vilnia,2,41.19,45000.0,Centrinis,Mūrinis,1964,
 Baltupio g.,Baltupiai,2,49.49,64990.0,Centrinis,Blokinis,1978,
 Ukmergės g.,Pašilaičiai,1,37,68000.0,Centriniskolektorinis,Mūrinis,2007,
 Žirmūnų g.,Žirmūnai,4,72.65,83400.0,Centrinis,Mūrinis,1978,
 M. Antokolskio g.,Senamiestis,3,67,188000.0,Centrinis,Mūrinis,1966,
 Algimanto Petro Kavoliuko g.,Karoliniškės,2,47,79000.0,Centrinis,Blokinis,1973,
 M. K. Čiurlionio g.,Naujamiestis,2,55,250000.0,Elektra.centriniskolektorinis,Mūrinis,2012,
 Erfurto g.,Lazdynai,2,47,59500.0,Centrinis,Blokinis,1969,
 Justiniškių g.,Pašilaičiai,3,58,92000.0,Centriniskolektorinis,Mūrinis,2007,
 Gelvonų g.,Šeškinė,2,50.44,60000.0,Centrinis,Blokinis,1982,
 Linkmenų g.,Šnipiškės,2,44,109000.0,Centrinis,Mūrinis,2017,
 A. Goštauto g.,Naujamiestis,2,58.97,150000.0,Centriniskolektorinis,Mūrinis,1957,
 Naugarduko g.,Naujamiestis,3,57,65000.0,Centrinis,Blokinis,1961,
 A. Vienuolio g.,Naujamiestis,3,75.57,250000.0,Centrinis,Mūrinis,1961,
 Filaretų g.,Antakalnis,2,40,78500.0,Centrinis,Mūrinis,1984,
 Dainavos g.,Naujamiestis,2,42.83,140000.0,Centrinis,Mūrinis,2019,
 Tuskulėnų g.,Žirmūnai,3,64.14,85000.0,Centrinis,Blokinis,1969,
 Kauno g.,Naujamiestis,2,47.01,119900.0,Elektra.centriniskolektorinis,Mūrinis,2017,
 V. Pietario g.,Naujamiestis,1,18,18445.0,Centrinis,Mūrinis,1968,
 Salomėjos Nėries g.,Fabijoniškės,3,64.65,98500.0,Centrinis,Monolitinis,2007,
 Taikos g.,Justiniškės,3,62,65900.0,Centrinis,Blokinis,1985,
 Antakalnio g.,Antakalnis,2,36.69,64000.0,Centrinis,Mūrinis,1965,
 Geležinio Vilko g.,Naujamiestis,2,44,57000.0,Centrinis,Mūrinis,1977,
 Klinikų g.,Antakalnis,2,88.61,150000.0,Dujinis,Mūrinis,1996,
 Antakalnio g.,Antakalnis,2,36,68700.0,Centrinis,Mūrinis,1966,
 Salomėjos Nėries g.,Fabijoniškės,2,53.8,69900.0,Centriniskolektorinis,Mūrinis,2004,
 Popieriaus g.,Verkiai,2,41.94,40000.0,Centrinis,Mūrinis,1963,
 Vydūno g.,Pilaitė,3,67,148000.0,Centriniskolektorinis,Monolitinis,2014,
 Genių g.,Naujoji Vilnia,4,83.28,93000.0,Centrinis,Blokinis,1968statyba.2018renovacija,
 Eitminų g.,Pašilaičiai,2,48.85,80000.0,Centriniskolektorinis,Mūrinis,2015,
 Verkių g.,Šiaurės miestelis,4,142.14,199900.0,Elektra,Mūrinis,1954,
 Latvių g.,Žvėrynas,2,49.34,115000.0,Centrinis,Mūrinis,1984,
 Santariškių g.,Santariškės,2,50,117000.0,Centriniskolektorinis,Mūrinis,2007,
 Žygio g.,Šiaurės miestelis,3,74.88,139000.0,Centriniskolektorinis,Mūrinis,2009,
 Girulių g.,Pašilaičiai,2,62,79000.0,Centrinis,Blokinis,2007,
 Pašilaičių g.,Pašilaičiai,4,108,139500.0,Centrinis.elektra,Monolitinis,2015,
 Kalvarijų g.,Šnipiškės,2,61.27,112000.0,Elektra.centriniskolektorinis,Mūrinis,2004,
 Gabijos g.,Pašilaičiai,2,51,74000.0,Centrinis,Blokinis,1986,
 J. Kubiliaus g.,Šiaurės miestelis,1,42.62,87900.0,Centriniskolektorinis,Mūrinis,2004,
 Giedraičių g.,Šnipiškės,1,35,48000.0,Centrinis,Mūrinis,1972,
 Stumbrų g.,Žvėrynas,2,48.08,139000.0,Centrinis,Mūrinis,2015,
 Kovo 11-osios g.,Grigiškės,3,63.78,55000.0,Centrinis,Mūrinis,1974,
 Apolinaro Juozo Povilaičio g.,Karoliniškės,1,33,44500.0,Centrinis,Blokinis,1974,
 Rinktinės g.,Žirmūnai,3,70,125000.0,Centrinis,Blokinis,1976statyba.2012renovacija,
 Žolyno g.,Antakalnis,1,17.38,21999.0,Centrinis,Mūrinis,1966,
 M. K. Čiurlionio g.,Naujamiestis,1,27,34999.0,Centrinis,Mūrinis,1966,
 Lizdeikos g.,Valakampiai,2,47.6,109000.0,Dujinis,Mūrinis,1972,
 Gedvydžių g.,Fabijoniškės,6,136,149000.0,Centrinis.centriniskolektorinis,Mūrinis,1995,
 A. Stulginskio g.,Naujamiestis,2,50,123990.0,Centrinis,Mūrinis,1959,
 Fabijoniškių g.,Fabijoniškės,3,67,92000.0,Centrinis,Blokinis,1992,
 Debesijos g.,Antakalnis,2,50,95000.0,Centrinis,Mūrinis,1980,
 Fabijoniškių g.,Fabijoniškės,3,67,67999.0,Centrinis,Blokinis,1988,
 Šeškinės g.,Šeškinė,3,62,84000.0,Centrinis,Blokinis,1982,
 Taikos g.,Justiniškės,3,62.04,64900.0,Centrinis,Blokinis,1986,
 Medeinos g.,Pašilaičiai,3,67,68000.0,Centrinis,Blokinis,1987,
 Linkmenų g.,Šnipiškės,1,31,81900.0,Centriniskolektorinis,Mūrinis,2018,
 Viršuliškių g.,Viršuliškės,1,33,49900.0,Centrinis,Blokinis,1977,
 V. Šopeno g.,Senamiestis,1,24.19,76000.0,Centrinis,Mūrinis,1940,
 Ukmergės g.,Pašilaičiai,4,129,141000.0,Dujinis,Mūrinis,2003,
 Jurgio Lebedžio g.,Šiaurės miestelis,3,44,107000.0,Centriniskolektorinis,Mūrinis,2017,
 Rugių g.,Jeruzalė,2,58,101000.0,Dujinis,Mūrinis,2004,
 S. Žukausko g.,Šiaurės miestelis,3,75,142500.0,Centriniskolektorinis,Mūrinis,2002,
 Tolminkiemio g.,Pilaitė,3,75,92000.0,Centrinis,Blokinis,1993,
 Fabijoniškių g.,Fabijoniškės,1,35.42,53000.0,Centrinis.elektra,Blokinis,1989,
 Birželio 23-iosios g.,Naujamiestis,2,46.25,79500.0,Centrinis,Blokinis,1960,
 Aguonų g.,Senamiestis,3,98.9,235000.0,Centriniskolektorinis,Mūrinis,2009,
 Vytenio g.,Naujamiestis,1,20,25000.0,Centriniskolektorinis,Mūrinis,1965,
 Vilniaus g.,Grigiškės,2,36,34900.0,Centrinis,Mūrinis,1983,
 Kražių g.,Naujamiestis,3,93.88,385000.0,Centrinis,Mūrinis,2016,
 Lazdynėlių g.,Lazdynėliai,1,39,77700.0,Centrinis.centriniskolektorinis,Mūrinis,2019,
 Fizikų g.,Bajorai,2,51,87500.0,Centriniskolektorinis,Mūrinis,2008,
 M. K. Čiurlionio g.,Naujamiestis,3,77.49,250000.0,Centrinis,Mūrinis,1940,
 T. Ševčenkos g.,Naujamiestis,3,56,82000.0,Centrinis,Mūrinis,1964,
 Medeinos g.,Pašilaičiai,3,66,69000.0,Centrinis,Blokinis,1986,
 Liudviko Zamenhofo g.,Fabijoniškės,3,68.52,96500.0,Centriniskolektorinis,Mūrinis,2004,
 Šešuolių g.,Viršuliškės,2,49,69000.0,Centrinis,Blokinis,1980,
 Žolyno g.,Antakalnis,1,18,36000.0,Centrinis,Mūrinis,1967,
 Architektų g.,Lazdynai,4,77.8,91000.0,Centrinis,Blokinis,1970,
 Vaduvos g.,Žemieji Paneriai,1,37,38000.0,Centrinis,Blokinis,1988,
 Jonažolių g.,Lazdynai,2,46,90000.0,Centriniskolektorinis,Mūrinis,2015,
 Tverečiaus g.,Antakalnis,1,20,29900.0,Centrinis,Mūrinis,1988,
 Liepyno g.,Žvėrynas,3,69,192000.0,Centrinis,Mūrinis,1957,
 Savanorių pr.,Naujamiestis,2,45.72,64000.0,Centrinis,Blokinis,1969,
 Sėlių g.,Žvėrynas,4,113,246000.0,Centrinis,Mūrinis,1993,
 Šaltkalvių g.,Naujininkai,1,32.14,37000.0,Centrinis,Mūrinis,1972,
 Mindaugo g.,Naujamiestis,1,29,88000.0,Centriniskolektorinis,Mūrinis,2015,
 Paupio g.,Užupis,3,61.4,145000.0,Dujinis,Mūrinis,1940statyba.2007renovacija,
 Gedimino pr.,Senamiestis,2,34,119000.0,Centriniskolektorinis,Mūrinis,1914statyba.2019renovacija,
 Taikos g.,Pašilaičiai,2,56,89000.0,Centriniskolektorinis,Mūrinis,2005,
 Jonažolių g.,Lazdynėliai,2,53.61,100000.0,Centriniskolektorinis,Mūrinis,2009,
 L. Sapiegos g.,Antakalnis,4,98,210000.0,Centrinis,Mūrinis,1974,
 Jurgio Baltrušaičio g.,Pašilaičiai,2,58,94000.0,Elektra,Mūrinis,2003,
 Taikos g.,Justiniškės,2,56,89000.0,Centriniskolektorinis,Mūrinis,2005,
 Rinktinės g.,Šnipiškės,1,38.5,152000.0,Centriniskolektorinis,Mūrinis,2019,
 V. Sezemano g.,Antakalnis,3,83.69,155000.0,Dujinis,Mūrinis,2007,
 A. Mickevičiaus g.,Žvėrynas,4,150,395000.0,Centrinis,Mūrinis,1939,
 P. Žadeikos g.,Fabijoniškės,3,68,90000.0,Centrinis,Blokinis,1989,
 Vytauto Žalakevičiaus g.,Antakalnis,2,51.3,150000.0,Centrinis,Monolitinis,2016,
 Perkūnkiemio g.,Pašilaičiai,2,48.63,79000.0,Centriniskolektorinis,Blokinis,2013,
 Elbingo g.,Pilaitė,2,36,68000.0,Centrinis,Mūrinis,2016,
 Aguonų g.,Naujamiestis,1,18,25000.0,Centrinis,Mūrinis,1970,
 Nidos g.,Pilaitė,2,45,88000.0,Centriniskolektorinis,Blokinis,2015,
 M. Jankaus g.,Pilaitė,3,89.89,129000.0,Centrinis,Mūrinis,2006,
 Rolando Jankausko g.,Karoliniškės,2,48,77500.0,Centrinis,Blokinis,1974,
 Švyturio g.,Antakalnis,3,55.58,124000.0,Dujinis,Mūrinis,1940statyba.2016renovacija,
 Bokšto g.,Senamiestis,2,56,237000.0,Centriniskolektorinis.kietukuru,Mūrinis,2015,
 Ceikinių g.,Šnipiškės,2,58,198000.0,Centriniskolektorinis,Monolitinis,2019,
 Pieninės g.,Žvėrynas,2,36,99000.0,Elektra.centriniskolektorinis,Mūrinis,2019,
 Žirmūnų g.,Žirmūnai,1,21.5,36500.0,Centrinis,Blokinis,1967,
 Rūdninkų g.,Senamiestis,1,57,160000.0,Centrinis,Mūrinis,1940,
 Jaunimo skg.,Grigiškės,1,18,11000.0,Centrinis,Mūrinis,1971,
 Bitėnų g.,Pilaitė,3,62,91000.0,Centriniskolektorinis,Mūrinis,2001,
 Salomėjos Nėries g.,Fabijoniškės,2,53,68000.0,Centriniskolektorinis,Mūrinis,2007,
 Jurgio Lebedžio g.,Baltupiai,1,23.17,67000.0,Centrinis,Mūrinis,2018,
 Užupio g.,Užupis,3,68.52,226000.0,Elektra.dujinis,Mūrinis,2019,
 Užupio g.,Užupis,2,52.42,173000.0,Elektra.dujinis,Mūrinis,2019,
 Šv. Stepono g.,Senamiestis,3,68,118000.0,Dujinis.kietukuru.kita,Kita,1940,
 Gedimino pr.,Naujamiestis,2,53.3,133000.0,Kita,Mūrinis,1940,
 Keramikų g.,Antakalnis,2,42.17,53500.0,Centrinis,Mūrinis,1989,
 Architektų g.,Lazdynai,2,49,70000.0,Centrinis,Blokinis,1970,
 Šeimyniškių g.,Žirmūnai,3,82,42000.0,Centrinis,Mūrinis,1976statyba.2009renovacija,
 Žirmūnų g.,Žirmūnai,1,29,45000.0,Centrinis,Blokinis,1965,
 Ateities g.,Fabijoniškės,1,18,33900.0,Centrinis,Mūrinis,1980,
 Fizikų g.,Bajorai,2,60.11,99500.0,Centrinis,Mūrinis,2008,
 Žygio g.,Šiaurės miestelis,3,71,142000.0,Centriniskolektorinis,Mūrinis,2009,
 Bijūnų g.,Gineitiškės,3,72,53900.0,Dujinis,Mūrinis,2019,
 Tuputiškių g.,Pavilnys,2,50,43443.0,Kietukuru,Medinis,1940,
 Vytenio g.,Naujamiestis,2,45.93,84000.0,Centrinis,Blokinis,1961,
 Avižienių g.,Tarandė,2,54,79900.0,Dujinis,Mūrinis,2018,
 Jurgio Baltrušaičio g.,Pašilaičiai,3,95,148000.0,Centriniskolektorinis,Mūrinis,2004,
 Kazio Ulvydo g.,Baltupiai,2,46,120000.0,Centriniskolektorinis,Mūrinis,2016,
 Juodšilių g.,Aukštieji Paneriai,2,32,34000.0,Centrinis,Mūrinis,1973,
 Antakalnio g.,Antakalnis,2,42,87000.0,Centrinis,Mūrinis,1965,
 Žirmūnų g.,Žirmūnai,2,47.34,72000.0,Centrinis,Blokinis,1965,
 Fizikų g.,Bajorai,2,43,65000.0,Centriniskolektorinis,Monolitinis,2008,
 Fizikų g.,Bajorai,2,43,65000.0,Centriniskolektorinis,Monolitinis,2008,
 Ateities g.,Jeruzalė,3,75.71,124900.0,Dujinis,Mūrinis,2002,
 Vido Maciulevičiaus g.,Karoliniškės,2,51,62900.0,Centrinis,Blokinis,1973,
 Vytauto g.,Žvėrynas,1,27.17,37600.0,Dujinis,Medinis,1940,
 Konstitucijos pr.,Šnipiškės,2,72.33,175000.0,Centriniskolektorinis,Monolitinis,2004,
 Tilto g.,Senamiestis,5,125.6,330000.0,Centriniskolektorinis,Mūrinis,1900statyba.2015renovacija,
 S. Stanevičiaus g.,Fabijoniškės,3,67.4,79000.0,Centrinis,Blokinis,1991,
 Polocko g.,Užupis,4,73.48,227000.0,Kietukuru.kita,Mūrinis,1940,
 Smėlio g.,Antakalnis,3,73,139900.0,Centrinis,Mūrinis,1959statyba.2015renovacija,
 Dūkštų g.,Šeškinė,3,67,74900.0,Centrinis,Blokinis,1980,
 Kaminkelio g.,Naujininkai,3,110.65,165000.0,Centriniskolektorinis,Mūrinis,2007,
 Žirmūnų g.,Žirmūnai,2,46.5,75000.0,Centrinis.centriniskolektorinis,Blokinis,1968statyba.2017renovacija,
 Pilies g.,Senamiestis,3,68.4,267000.0,Centrinis,Mūrinis,1979,
 V. Pietario g.,Naujamiestis,3,61,93000.0,Centrinis,Blokinis,1961,
 Kauno g.,Naujamiestis,1,28,83900.0,Centrinis.elektra,Monolitinis,2017,
 Laisvės pr.,Pašilaičiai,2,55,85000.0,Centriniskolektorinis,Mūrinis,2009,
 M. Mažvydo g.,Pilaitė,3,72,129600.0,Centriniskolektorinis.aeroterminis,Mūrinis,2007,
 Krivių g.,Užupis,2,49,72500.0,Dujinis.kita,Medinis,1940,
 Salininkų g.,Salininkai,2,46.68,45999.0,Centrinis,Mūrinis,1969,
 L. Sapiegos g.,Antakalnis,1,24,52000.0,Centrinis,Mūrinis,1987,
 Santariškių g.,Santariškės,2,54,97000.0,Centriniskolektorinis,Mūrinis,2007,
 Justiniškių g.,Justiniškės,1,35.44,55900.0,Centrinis,Blokinis,1983,
 Pramonės g.,Naujoji Vilnia,1,28.54,13900.0,Elektra,Mūrinis,1990,
 Tverečiaus g.,Antakalnis,4,72.28,119950.0,Centrinis,Mūrinis,1977,
 Gerosios Vilties g.,Vilkpėdė,2,42,52800.0,Centrinis,Mūrinis,1965,
 Šv. Stepono g.,Senamiestis,2,57.11,160000.0,Dujinis,Mūrinis,1940statyba.2007renovacija,
 Gedimino pr.,Senamiestis,4,116.25,232500.0,Centrinis,Mūrinis,1940,
 Mindaugo g.,Naujamiestis,3,61.8,147900.0,Centriniskolektorinis,Monolitinis,2020,
 Loretos Asanavičiūtės g.,Karoliniškės,3,63,65000.0,Centrinis,Blokinis,1975,
 Talino g.,Justiniškės,4,81.93,120000.0,Dujinis,Mūrinis,2014,
 Mindaugo g.,Naujamiestis,1,41,108800.0,Centriniskolektorinis,Monolitinis,2014,
 Perkūnkiemio g.,Pašilaičiai,2,59.9,95000.0,Centriniskolektorinis,Mūrinis,2008,
 Polocko g.,Užupis,3,71.57,255000.0,Centriniskolektorinis,Mūrinis,2017,
 Antakalnio g.,Antakalnis,3,75.17,120000.0,Centrinis,Mūrinis,1959,
 Dariaus ir Girėno g.,Naujininkai,1,18,16000.0,Centrinis,Mūrinis,1974,
 Kernavės g.,Šnipiškės,2,41.59,99000.0,Centriniskolektorinis,Mūrinis,2020,
 Laisvės pr.,Pašilaičiai,2,68,105000.0,Centriniskolektorinis,Mūrinis,2003,
 Genių g.,Naujoji Vilnia,2,44,60000.0,Centrinis,Mūrinis,1961,
 Dzūkų g.,Naujininkai,1,35,45000.0,Centrinis,Mūrinis,1988,
 Justiniškių g.,Justiniškės,2,32,59000.0,Centriniskolektorinis,Mūrinis,2018,
 Vandentiekio g.,Naujamiestis,2,41,48800.0,Centrinis,Mūrinis,1961,
 Peteliškių g.,Filaretai,3,65,115000.0,Centriniskolektorinis,Mūrinis,2015,
 D. Poškos g.,Žvėrynas,2,36.09,94000.0,Dujinis,Medinis,1940,
 P. Žadeikos g.,Fabijoniškės,3,80.17,122000.0,Centriniskolektorinis,Mūrinis,2002,
 Kazio Ulvydo g.,Baltupiai,3,78.42,210000.0,Centriniskolektorinis,Mūrinis,2015,
 Kareivių g.,Žirmūnai,1,22,56500.0,Centriniskolektorinis,Mūrinis,2016,
 Savanorių pr.,Naujamiestis,3,93,240000.0,Centrinis,Monolitinis,2006,
 Švyturio g.,Antakalnis,4,103,185000.0,Centrinis,Mūrinis,1980,
 Eitminų g.,Pašilaičiai,2,64.5,110000.0,Centrinis,Mūrinis,2015,
 Aludarių g.,Naujamiestis,1,44.29,110900.0,Centriniskolektorinis,Kita,2020,
 Sporto g.,Žirmūnai,2,55.6,132800.0,Centriniskolektorinis,Monolitinis,2020,
 Sporto g.,Žirmūnai,4,84.8,193500.0,Centriniskolektorinis,Monolitinis,2020,
 Sporto g.,Žirmūnai,2,66.8,150800.0,Centriniskolektorinis,Monolitinis,2020,
 Tverečiaus g.,Antakalnis,1,29,55000.0,Centrinis,Mūrinis,1964,
 Kovo 11-osios g.,Grigiškės,3,64,52000.0,Centriniskolektorinis,Blokinis,1980,
 Stiklių g.,Senamiestis,3,88.33,295000.0,Centriniskolektorinis,Mūrinis,1940statyba.1979renovacija,
 Vilniaus g.,Grigiškės,1,34,43500.0,Centrinis,Mūrinis,1988,
 Žuvėdrų g.,Valakampiai,4,140,230000.0,Dujinis,Mūrinis,2007,
 Salomėjos Nėries g.,Fabijoniškės,2,67,85000.0,Dujinis,Mūrinis,2007,
 Rytų g.,Naujoji Vilnia,3,66,24999.0,Kietukuru,Rąstinis,1974,
 Lūšių g.,Žvėrynas,3,98,245000.0,Dujinis,Mūrinis,2003,
 Tuskulėnų g.,Žirmūnai,3,61,107000.0,Centrinis,Blokinis,1968,
 Bajorų kel.,Bajorai,2,43,91000.0,Centriniskolektorinis,Mūrinis,2009,
 Girulių g.,Pašilaičiai,2,47,69000.0,Centriniskolektorinis,Mūrinis,2008,
 Visorių g.,Jeruzalė,4,94.84,149900.0,Centrinis,Mūrinis,2005,
 Algimanto Petro Kavoliuko g.,Karoliniškės,3,63,66900.0,Centrinis,Blokinis,1974,
 Tramvajų g.,Antakalnis,3,50,144000.0,Centriniskolektorinis.dujinis,Mūrinis,1954,
 M. K. Čiurlionio g.,Naujamiestis,2,66.63,198000.0,Centriniskolektorinis,Mūrinis,2012,
 Jeruzalės g.,Jeruzalė,1,17.992,27500.0,Centrinis,Blokinis,1970,
 Sporto g.,Žirmūnai,5,113,207000.0,Centrinis,Mūrinis,2003,
 Paberžės g.,Šeškinė,1,34.99,46000.0,Centrinis,Blokinis,1981,
 Gelvonų g.,Šeškinė,3,67.19,85000.0,Centrinis,Blokinis,1981,
 Justiniškių g.,Justiniškės,1,40,61783.0,Centrinis,Blokinis,1989,
 Kreivasis skg.,Užupis,4,79.95,280000.0,Centriniskolektorinis,Monolitinis,2019,
 Parko g.,Naujoji Vilnia,3,66,63954.0,Centrinis,Mūrinis,1986,
